Line	logopath	ArticleFamily	ArticleReference	OptionReference	Pcs	Sale	News	InWebshop	Weight	RetailUnitPrice	ResellerUnitPrice	ResellerUnitDiscountPrice	DiscountQty	Thickness	LengthDiameter	Ballsize1	Ballsize2	SizeIn	Type	Type(de)	Type(fr)	Type(it)	Type(ch)	Type(pl)	Type(es)	Description	Description(de)	Description(fr)	Description(es)	Description(it)	Description(pl)	Description(ch)	BodyParts
STERLING SILVER	SINC5	SINC5	SINC5	S-RE	1			YES	2	39	17.9	17.5	3	1.6	14				Nipple Rounders	Brustwarzenpiercings	Piercing Tétons	Piercing per Capezzoli	Brustwarzenpiercings		Piercings para el pezón	Nipple Rounder							
STERLING SILVER	SINC5	SINC5	SINC5	S-DB	1			YES	2	39	17.9	17.5	3	1.6	14				Nipple Rounders	Brustwarzenpiercings	Piercing Tétons	Piercing per Capezzoli	Brustwarzenpiercings		Piercings para el pezón	Nipple Rounder							
STERLING SILVER	SINC3	SINC3	SINC3	S-LP	1			YES	2	39	19.9	19.5	3	1.6	14				Nipple Rounders	Brustwarzenpiercings	Piercing Tétons	Piercing per Capezzoli	Brustwarzenpiercings		Piercings para el pezón	Nipple Rounder							
STERLING SILVER	SINC3	SINC3	SINC3	S-RE	1			YES	2	39	19.9	19.5	3	1.6	14				Nipple Rounders	Brustwarzenpiercings	Piercing Tétons	Piercing per Capezzoli	Brustwarzenpiercings		Piercings para el pezón	Nipple Rounder							
STERLING SILVER	SINC1	SINC1	SINC1	S-BK	1			YES	2	39	19.9	19.5	3	1.6	14				Nipple Rounders	Brustwarzenpiercings	Piercing Tétons	Piercing per Capezzoli	Brustwarzenpiercings		Piercings para el pezón	Nipple Rounder							
STERLING SILVER	SINC1	SINC1	SINC1	S-LP	1			YES	2	39	19.9	19.5	3	1.6	14				Nipple Rounders	Brustwarzenpiercings	Piercing Tétons	Piercing per Capezzoli	Brustwarzenpiercings		Piercings para el pezón	Nipple Rounder							
STERLING SILVER	JBC82	JBC82	JBC82	S-CC	1		YES	YES	2	45	24.95	23.95	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC82	JBC82	JBC82	S-CH	1		YES	YES	2	45	24.95	23.95	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC63	JBC63	JBC63	S-LP	1			YES	2	45	22.95	21.95	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC35	JBC35	JBC35	S-LP/CC	1			YES	2	45	24.95	23.95	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC35	JBC35	JBC35	S-LB/CC	1			YES	2	45	24.95	23.95	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC33	JBC33	JBC33	S-LP	1			YES	2	45	24.95	23.95	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC33	JBC33	JBC33	S-CH	1			YES	2	45	24.95	23.95	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC83	JBC83	JBC83	S-CC	1		YES	YES	2	45	17.95	17.5	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC83	JBC83	JBC83	S-LP	1		YES	YES	2	45	17.95	17.5	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC83	JBC83	JBC83	S-LB	1		YES	YES	2	45	17.95	17.5	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC83	JBC83	JBC83	S-RE	1		YES	YES	2	45	17.95	17.5	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC77	JBC77	JBC77	S-CH	1			YES	2	45	24.95	23.95	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC77	JBC77	JBC77	S-BK	1			YES	2	45	24.95	23.95	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC47	JBC47	JBC47	S-LP	1			YES	2	45	17.95	17.5	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC56	JBC56	JBC56	S-LP	1			YES	2	45	22.95	21.95	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC52	JBC52	JBC52	S-LP	1			YES	2	45	22.95	21.95	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC24	JBC24	JBC24	S-CC	1			YES	2	45	24.95	23.95	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC84	JBC84	JBC84	S-CC	1		YES	YES	2	45	18.5	17.9	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC85	JBC85	JBC85	S-CC	1		YES	YES	2	45	18.5	17.9	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC86	JBC86	JBC86	S-CC	1		YES	YES	2	45	18.5	17.9	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC31	JBC31	JBC31	S-CC	1			YES	2	45	24.95	24.5	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC87	JBC87	JBC87	S-CC	1		YES	YES	2	59	29.9	27.9	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC87	JBC87	JBC87	S-LP	1		YES	YES	2	59	29.9	27.9	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
STERLING SILVER	JBC87	JBC87	JBC87	S-CH	1		YES	YES	2	59	29.9	27.9	3	1.6	10				Navel Bananas	Bauchnabelstecker	Bananes nombril	Banane per Ombelico	Bauchnabelstecker		Bananas de ombligo	Special Design Navel Banana w stones							
MEDICAL	OCEAN1	OCEAN1	OCEAN1	-	1		YES	YES	180	8.95	3.95	3.8	25	239				ml	Aftercare	Pflegeserie	Produit de soins	Cura			Aftercare	H2Ocean Piercing Aftercare Spray	H2Ocean Piercing Pflegespray	H2Ocean Spray de soins	H2Ocean Piercing Aftercare Spray	H2Ocean Piercing Aftercare Spray			
MEDICAL	OCEAN1	OCEAN1A	OCEAN1A	-	1		YES	YES	80	5.95	3.5	3.3	24	59				ml	Aftercare	Pflegeserie	Produit de soins	Cura			Aftercare	H2Ocean Piercing Aftercare Spray	H2Ocean Piercing Pflegespray	H2Ocean Spray de soins	H2Ocean Piercing Aftercare Spray	H2Ocean Piercing Aftercare Spray			
MEDICAL	OCEAN2	OCEAN2	OCEAN2	-	1		YES	YES	280	5.95	2.95	2.8	16	239				ml	Aftercare	Pflegeserie	Produit de soins	Cura			Aftercare	H2Ocean Mouthwash	H2Ocean Mundspülung	H2Ocean Solution buccale	H2Ocean Mouthwash	H2Ocean solución bucal			
MEDICAL	OCEAN3	OCEAN3	OCEAN3	-	1		YES	YES	80	8.95	3.95	3.8	24	59				ml	Aftercare	Pflegeserie	Produit de soins	Cura			Aftercare	H2Ocean Tattoo Aftercare Foam	H2Ocean Tattoo Pflegeschaum	H2Ocean Tattoo mousse réparatrice	H2Ocean Tattoo Aftercare Foam	H2Ocean Tattoo Aftercare Espuma			
MEDICAL	OCEAN4	OCEAN4	OCEAN4	-	1		YES	YES	280	5.95	2.95	2.8	16	74				ml	Aftercare	Pflegeserie	Produit de soins	Cura			Aftercare	H2Ocean Mouthwash Lemon	H2Ocean Mundspülung	H2Ocean Solution buccale citron	H2Ocean Mouthwash Lemon	H2Ocean solución bucal limón			
MEDICAL	OCEAN5	OCEAN5	OCEAN5	-	1		YES	YES	100	8.95	3.95	3.8	24	74				ml	Aftercare	Pflegeserie	Produit de soins	Cura			Aftercare	H2Ocean Tattoo Aftercare Cream	H2Ocean Tattoo Pflegecreme	H2Ocean Tattoo crème réparatrice	H2Ocean Tattoo Aftercare Cream	H2Ocean Tattoo Aftercare Crema			
Displays	DS19	DS19	DS19	-	1		YES	YES	125	15.95	8.95	7.95	5						Displays	Aussteller	Présentoir	Esposizioni	Aussteller		Expositores	Display Leopard w 4 clips	Aufbewahrungsbox Leopard für 4 Piercings	Présentoir	Caja leopardo para 4 piercings	Esposizioni			
Displays	DS20	DS20	DS20	-	1		YES	YES	125	15.95	8.95	7.95	5						Displays	Aussteller	Présentoir	Esposizioni	Aussteller		Expositores	Display Zebra w 4 clips 	Aufbewahrungsbox Zebra für 4 Piercings	Présentoir	Caja zebra para 4 piercings	Esposizioni			
Displays	DS21	DS21	DS21	-	1		YES	YES	280	49	24.95	22.95	3						Displays	Aussteller	Présentoir	Esposizioni	Aussteller		Expositores	Display for 18 Plugs	Aussteller für 18 Plugs	Présentoir pour 18 plugs	Expositor para 18 plugs	Esposizioni			
Displays	DS22	DS22	DS22	-	1		YES	YES	320	45	26	23	3						Displays	Aussteller	Présentoir	Esposizioni	Aussteller		Expositores	Display for 46 bananas	Aussteller für 46 Bananen	Présentoir pour 46 bananes	Expositor para 46 bananas	Esposizioni			
Displays	DS23	DS23	DS23	-	1		YES	YES	155	35	20	18	3						Displays	Aussteller	Présentoir	Esposizioni	Aussteller		Expositores	Display for 20 bananas	Aussteller für 20 Bananen	Présentoir pour 20 bananes	Expositor para 20 bananas	Esposizioni			
Displays	DS24	DS24	DS24	-	1		YES	YES	155	35	20	18	3						Displays	Aussteller	Présentoir	Esposizioni	Aussteller		Expositores	Display for 22 bananas	Aussteller für 22 Bananen	Présentoir pour 22 bananes	Expositor para 22 bananas	Esposizioni			
MEDICAL	MADIS1	MADIS1	MADIS1	-	1	yes		yes		70	34.99	29.99	4					pcs	Aftercare	Pflegeserie	Produit de soins	Cura			Cura	Easypiercing & Easytattoo Display with Content	Easypiercing & Easytattoo Display mit Inhalt	Display Easypiercing & Easytattoo avec Contenu		Display Easypiercing & Easytattoo con contenuto			
MEDICAL	MAKIT-P	MAKIT-P	MAKIT-P	-	1	yes		yes		12.99	6.49	5.84	10					pcs	Aftercare	Pflegeserie	Produit de soins	Cura			Cura	Easypiercing Aftercare Kit	Easypiercing Pflegeset	Set de Soins Easypiercing		Set di cura Easypiercing			
MEDICAL	MAKIT-T	MAKIT-T	MAKIT-T	-	1	yes		yes		11.99	4.99	4.49	10					pcs	Aftercare	Pflegeserie	Produit de soins	Cura			Cura	Easytattoo Aftercare Kit	Easytattoo Pflegeset	Set de Soins Easytattoo		Set di cura Easytattoo			
MEDICAL	MAMOU	MAMOU	MAMOU	-	1	yes		yes		4.99	1.89	1.7	24	125				ml	Aftercare	Pflegeserie	Produit de soins	Cura			Cura	Easypiercing Mouthwash Solution	Easypiercing Mundspllasung	Solution Buccale Easypiercing		Seluzione orale Easypiercing			
MEDICAL	MAPAS	MAPAS	MAPAS	-	1	yes		yes		4.99	2.3	2.07	20	50				ml	Aftercare	Pflegeserie	Produit de soins	Cura			Cura	Easypiercing Antibacterial Spray	Easypiercing Antibakterielle Lsung	Solution Antibactrrienne Easypiercing		Soluzione antibatterica Easytattoo			
MEDICAL	MAPSC	MAPSC	MAPSC	-	1	yes		yes		4.99	2.3	2.07	20	50				ml	Aftercare	Pflegeserie	Produit de soins	Cura			Cura	Easypiercing Mild Cleansing Gel	Easypiercing Sanftes Antibakterielles Reinigungsgel	Gel Nettoyant Doux Easypiercing		Sapone delicato antibatterico Easypiercing			
MEDICAL	MAPSF	MAPSF	MAPSF	-	1	yes		yes		4.99	2.3	2.07	20	50				ml	Aftercare	Pflegeserie	Produit de soins	Cura			Cura	Easypiercing Saline Solution Spray	Easypiercing Kochsalzlsung Spray	Shrum Physiologique Easypiercing		Siero fisiologico Easypiercing			
MEDICAL	MATCL	MATCL	MATCL	-	1	yes		yes		4.99	1.99	1.79	30	125				ml	Aftercare	Pflegeserie	Produit de soins	Cura			Cura	Easytattoo Mild Cleansing Gel	Easytattoo Sanfte Reinigungsgel	Gel Nettoyant Doux Easytattoo		Gel detergente morbido Easytattoo 			
MEDICAL	MATCR	MATCR	MATCR	-	1	yes		yes		5.99	3	2.7	30	50				ml	Aftercare	Pflegeserie	Produit de soins	Cura			Cura	Easytattoo Cream	Easytattoo Regenerierende Creme	Crme Rgparatrice Easytattoo		Crema riparatore Easytattoo			
